Firmware v0.1
<timeMS>, <accelX>, <accelY>, <accelZ>, <gyroX>, <gyroY>, <gyroZ>, <magX>, <magY>, <magZ>
14433, 0.59, 0.73, -0.35, 19.45, -0.67, -1.52, -53.86, -26.71, -8.40
14442, 0.60, 0.78, -0.33, 17.32, -1.04, -0.18, -52.21, -27.91, -8.55
14451, 0.60, 0.78, -0.37, 15.85, 0.55, -0.67, -50.86, -26.71, -8.70
14460, 0.60, 0.79, -0.38, 17.20, 1.10, -1.83, -53.71, -26.86, -8.55
14469, 0.59, 0.79, -0.36, 17.99, 1.71, -3.05, -53.86, -25.51, -8.70
14478, 0.59, 0.80, -0.37, 9.15, 2.01, -2.62, -52.06, -27.46, -7.95
14487, 0.57, 0.79, -0.37, -4.15, 2.26, -1.83, -52.21, -26.86, -7.20
14496, 0.56, 0.78, -0.39, -11.34, 1.59, -2.68, -51.91, -27.16, -7.50
14532, 0.56, 0.79, -0.39, -13.11, 0.37, -3.17, -51.61, -27.76, -7.35
14541, 0.58, 0.80, -0.40, -14.09, -0.73, -3.60, -51.46, -26.11, -7.50
14550, 0.57, 0.79, -0.38, -11.34, -0.55, -3.72, -51.61, -27.46, -7.95
14559, 0.58, 0.77, -0.39, -12.99, -0.67, -5.00, -51.91, -27.16, -8.55
14568, 0.57, 0.75, -0.38, -15.00, 1.34, -7.32, -52.21, -28.36, -7.20
14577, 0.56, 0.73, -0.36, -18.41, 4.70, -10.55, -53.41, -26.71, -9.45
14586, 0.56, 0.74, -0.35, -16.10, 5.43, -13.23, -52.51, -27.16, -6.75
14596, 0.56, 0.76, -0.37, -15.06, 5.61, -13.72, -51.31, -28.51, -8.70
14605, 0.54, 0.74, -0.35, -16.83, 4.63, -11.59, -51.16, -25.81, -8.25
14614, 0.55, 0.75, -0.37, -11.46, 1.83, -8.78, -51.61, -27.76, -7.35
14623, 0.54, 0.76, -0.35, -2.26, -0.49, -5.91, -51.61, -27.76, -7.35
14632, 0.54, 0.75, -0.36, 2.62, -2.68, -4.02, -51.61, -27.01, -7.35
14641, 0.55, 0.76, -0.35, 8.66, -4.45, -2.56, -50.71, -27.16, -7.80
14650, 0.56, 0.75, -0.35, 15.24, -6.10, -1.16, -50.86, -28.21, -9.00
14685, 0.56, 0.76, -0.36, 19.88, -6.16, -1.28, -51.61, -26.71, -7.65
14695, 0.58, 0.77, -0.35, 21.34, -4.76, -0.67, -51.31, -27.46, -9.00
14704, 0.58, 0.79, -0.36, 17.44, -1.95, -0.49, -51.46, -27.61, -7.80
14713, 0.58, 0.80, -0.38, 11.59, 1.22, -0.43, -51.46, -27.61, -7.80
14722, 0.58, 0.79, -0.34, 3.41, 5.37, 0.12, -51.46, -27.91, -7.50
14731, 0.57, 0.77, -0.34, -6.71, 8.41, 0.30, -52.21, -27.16, -8.25
14740, 0.56, 0.78, -0.35, -14.21, 9.21, 0.30, -51.16, -27.91, -7.50
14749, 0.55, 0.76, -0.36, -15.67, 9.21, 0.67, -53.71, -26.56, -9.30
14758, 0.55, 0.75, -0.35, -12.01, 9.33, 0.73, -51.16, -27.16, -8.25
14767, 0.55, 0.75, -0.35, -7.44, 9.09, 0.91, -52.06, -28.21, -7.95
14776, 0.56, 0.75, -0.36, -2.13, 7.07, 1.34, -52.21, -27.61, -9.60
14786, 0.56, 0.75, -0.39, 5.37, 5.00, 1.52, -51.61, -26.26, -6.60
14795, 0.56, 0.75, -0.34, 13.29, 3.66, 1.77, -51.61, -27.01, -8.40
14804, 0.56, 0.75, -0.36, 19.57, 2.20, 1.77, -50.56, -25.96, -6.60
14838, 0.57, 0.76, -0.34, 21.89, 1.34, 2.93, -49.51, -27.01, -7.35
14847, 0.58, 0.78, -0.34, 17.01, 2.68, 4.27, -51.91, -25.36, -7.80
14856, 0.58, 0.79, -0.35, 7.01, 6.83, 5.37, -52.21, -26.11, -7.80
14865, 0.57, 0.77, -0.35, -1.52, 9.45, 7.62, -51.16, -27.16, -8.25
14875, 0.57, 0.76, -0.35, -2.32, 9.45, 8.29, -51.31, -26.71, -8.70
14884, 0.57, 0.76, -0.35, 0.30, 8.29, 7.13, -51.61, -25.96, -9.45
14893, 0.58, 0.78, -0.37, 2.38, 7.13, 4.76, -51.61, -25.96, -9.45
14902, 0.57, 0.78, -0.38, 1.83, 5.79, 2.68, -52.06, -25.21, -9.00
14911, 0.57, 0.77, -0.38, 2.32, 5.79, 1.22, -52.21, -26.11, -8.25
14920, 0.56, 0.76, -0.38, 5.06, 5.67, 0.06, -51.61, -27.46, -8.70
14929, 0.56, 0.75, -0.37, 10.18, 4.70, -0.67, -52.51, -27.16, -8.85
14938, 0.56, 0.75, -0.37, 15.73, 3.23, -1.22, -53.11, -27.46, -9.00
14947, 0.57, 0.76, -0.36, 22.20, 1.83, -1.77, -51.61, -26.26, -8.40
14956, 0.57, 0.78, -0.35, 23.54, 1.59, -1.22, -52.21, -28.36, -8.55
14965, 0.56, 0.78, -0.35, 17.20, 1.83, -1.46, -52.81, -28.21, -9.45
15000, 0.57, 0.77, -0.35, -8.23, 7.56, -0.55, -51.91, -26.86, -8.25
15009, 0.56, 0.75, -0.36, -9.88, 8.96, -1.46, -50.86, -28.21, -7.35
15018, 0.56, 0.76, -0.37, -4.02, 7.74, -2.01, -51.46, -26.11, -7.50
15027, 0.58, 0.78, -0.37, 2.99, 5.79, -2.62, -50.86, -26.26, -7.35
15036, 0.57, 0.77, -0.37, 4.02, 3.05, -2.93, -50.41, -26.86, -10.35
15045, 0.57, 0.77, -0.37, 4.27, 0.85, -3.72, -54.61, -26.71, -10.20
15054, 0.58, 0.77, -0.35, 6.52, -0.12, -5.12, -53.26, -26.56, -8.25
15063, 0.56, 0.77, -0.34, 4.57, 0.49, -6.40, -52.51, -24.31, -7.80
15072, 0.57, 0.77, -0.33, 3.05, 1.04, -7.68, -52.51, -24.31, -7.80
15081, 0.58, 0.77, -0.34, 0.85, 0.67, -8.29, -52.21, -26.86, -9.60
15090, 0.58, 0.78, -0.35, 0.73, 0.79, -8.84, -51.91, -25.06, -7.80
15100, 0.07, 1.02, -0.53, 0.85, 0.73, -7.50, -52.51, -24.61, -9.30
15109, 0.58, 0.78, -0.37, 2.93, 3.23, -1.65, -52.51, -26.11, -8.55
15118, 0.59, 0.78, -0.37, 4.33, -3.05, -3.11, -52.51, -26.86, -9.60
15152, 0.57, 0.78, -0.39, 3.72, -1.52, -5.00, -52.21, -26.11, -6.45
15161, 0.56, 0.71, -0.34, 13.72, 9.27, -3.35, -53.26, -26.56, -9.30
15170, 0.56, 0.75, -0.41, 18.66, 1.89, -4.63, -52.21, -26.11, -9.90
15179, 0.54, 0.78, -0.37, 26.22, -2.32, -2.44, -54.16, -26.71, -8.70
15189, 0.54, 0.67, -0.44, 25.79, -4.39, -0.30, -54.91, -24.46, -9.00
15198, 0.55, 0.86, -0.38, 15.12, -10.30, -0.91, -55.51, -25.06, -8.85
15207, 0.55, 0.80, -0.38, -13.29, -12.80, 4.02, -53.86, -23.41, -10.50
15216, 0.56, 0.77, -0.40, -27.20, -15.12, 5.00, -54.46, -24.61, -8.55
15225, 0.55, 0.76, -0.40, -21.40, -10.91, 4.70, -54.91, -24.16, -9.00
15234, 0.67, 0.79, -0.36, -19.21, -3.78, 2.80, -54.76, -23.26, -10.35
15244, 0.55, 0.77, -0.38, -9.70, 7.56, -1.16, -54.76, -25.81, -9.30
15253, 0.56, 0.75, -0.36, -5.91, 13.35, 0.06, -54.76, -25.81, -9.30
15262, 0.50, 0.74, -0.36, -3.96, 16.16, -2.93, -54.76, -25.36, -9.30
15271, 0.55, 0.75, -0.39, -5.98, 12.32, -5.73, -55.06, -24.61, -9.90
15306, 0.56, 1.49, 1.17, 483.29, -173.05, 1271.40, -51.91, -24.31, -7.20
15379, 0.52, 0.79, -0.34, -13.66, 12.32, -13.23, -54.91, -26.26, -7.65
15389, 0.56, 0.82, -0.32, -9.51, 15.12, -17.20, -56.56, -24.31, -6.75
15398, 0.56, 0.83, -0.33, -7.74, 25.85, -19.70, -55.36, -23.71, -7.95
15409, 0.55, 0.81, -0.34, -8.90, 35.98, -20.91, -54.46, -25.81, -7.50
15419, 0.53, 0.79, -0.36, -9.45, 38.66, -19.57, -54.91, -25.96, -6.60
15429, 0.51, 0.78, -0.36, -9.09, 33.84, -14.88, -55.81, -25.81, -6.00
15439, 0.53, 0.78, -0.34, -5.24, 26.59, -10.55, -55.06, -26.11, -6.00
15449, 0.51, 0.78, -0.35, -2.87, 14.45, -4.51, -54.46, -25.06, -7.50
15459, 0.52, 0.75, -0.37, 1.10, 1.04, 2.87, -55.81, -25.36, -6.00
15468, 0.55, 0.82, -0.33, 10.73, 1.77, 2.99, -54.76, -24.61, -5.40
15479, 0.57, 0.80, -0.33, 11.28, 3.23, 3.48, -54.76, -25.36, -4.65
15489, 0.57, 0.83, -0.31, 13.17, 2.56, 4.33, -55.96, -25.21, -5.25
15499, 0.56, 0.83, -0.30, 4.15, 2.87, 6.16, -55.96, -26.26, -5.55
15529, 0.57, 0.83, -0.28, -5.79, 2.87, 5.67, -54.16, -26.71, -5.25
15537, 0.57, 0.83, -0.26, -12.56, 4.88, 4.02, -54.91, -26.26, -3.75
15546, 0.57, 0.83, -0.28, -23.29, 6.89, 2.13, -54.76, -26.56, -6.45
15555, 0.55, 0.82, -0.30, -27.26, 6.52, 1.22, -55.06, -25.81, -4.65
15563, 0.54, 0.79, -0.30, -18.84, 3.48, -0.18, -55.51, -25.36, -6.00
15572, 0.54, 0.79, -0.33, -10.12, 0.98, -2.01, -55.51, -25.36, -6.00
15581, 0.53, 0.80, -0.31, 0.67, 0.55, -3.35, -56.26, -25.81, -6.45
15590, 0.52, 0.79, -0.30, 7.50, 1.34, -4.76, -54.61, -24.46, -6.60
15598, 0.52, 0.78, -0.29, 9.02, 1.89, -5.98, -54.91, -26.26, -6.30
15607, 0.52, 0.80, -0.28, 8.05, 1.77, -6.10, -55.96, -25.96, -5.25
15615, 0.52, 0.80, -0.27, 5.00, -0.43, -4.76, -54.46, -26.56, -4.35
15624, 0.55, 0.78, -0.34, 1.77, -1.71, -5.61, -54.91, -26.71, -5.85
15633, 0.56, 0.83, -0.31, -0.18, 0.00, -6.59, -54.91, -26.71, -5.85
15641, 0.61, 0.86, -0.43, -5.00, 4.94, -5.24, -54.16, -25.96, -4.80
15675, 0.55, 0.81, -0.34, -13.90, 7.32, -3.96, -55.36, -26.26, -4.20
15684, 0.55, 0.81, -0.34, -14.82, 8.17, -3.84, -56.56, -25.06, -3.90
15693, 0.55, 0.81, -0.34, -7.99, 6.77, -3.72, -56.56, -25.06, -3.90
15701, 0.55, 0.82, -0.32, -5.00, 6.10, -4.27, -56.26, -24.61, -6.00
15710, 0.55, 0.83, -0.32, -5.12, 6.04, -3.17, -56.41, -26.71, -5.55
15719, 0.55, 0.82, -0.30, -3.72, 6.16, -2.26, -56.26, -26.11, -5.40
15727, 0.54, 0.82, -0.28, -3.17, 6.89, -1.65, -56.71, -25.21, -3.00
15736, 0.54, 0.81, -0.27, -4.94, 7.87, -0.73, -56.41, -25.96, -4.80
15745, 0.55, 0.82, -0.25, -6.52, 9.45, -0.73, -57.01, -25.81, -4.35
15753, 0.54, 0.81, -0.26, -9.45, 9.88, -0.18, -57.61, -25.81, -4.35
15762, 0.54, 0.83, -0.28, -13.72, 8.96, -0.85, -57.61, -25.81, -4.35
15771, 0.55, 0.86, -0.29, -18.84, 6.89, -0.73, -56.56, -26.11, -4.35
15779, 0.54, 0.84, -0.30, -20.73, 4.51, -0.79, -56.41, -25.21, -3.00
15788, 0.54, 0.82, -0.32, -20.67, 3.35, -1.59, -57.31, -26.86, -5.40
15836, 0.52, 0.83, -0.38, -13.29, 0.37, -4.21, -54.46, -24.61, -4.35
15845, 0.51, 0.81, -0.29, -1.95, -4.27, -7.32, -57.16, -24.16, -4.20
15853, 0.52, 0.79, -0.30, 0.73, -6.77, -9.27, -57.01, -24.31, -3.30
15862, 0.51, 0.82, -0.28, 7.44, -6.16, -11.59, -57.01, -24.31, -3.30
15871, 0.51, 0.83, -0.26, 12.44, -4.02, -12.62, -57.46, -24.46, -5.55
15880, 0.50, 0.82, -0.28, 14.45, -2.07, -11.40, -57.61, -24.61, -4.35
15888, 0.51, 0.84, -0.29, 11.65, -1.52, -15.43, -58.81, -23.86, -4.95
15897, 0.49, 0.85, -0.25, 4.09, -1.22, -18.48, -59.71, -24.16, -4.80
15906, 0.48, 0.84, -0.27, -6.77, 0.00, -22.26, -58.21, -23.41, -3.45
15914, 0.83, 1.48, -0.32, -15.37, 1.65, -35.12, -58.21, -23.41, -4.20
15923, 0.52, 0.75, -0.25, -20.55, 2.38, -38.96, -59.56, -22.06, -4.35
15932, 0.56, 0.93, -0.31, -12.01, -1.83, -40.12, -59.56, -22.06, -4.35
15941, 0.47, 0.82, -0.32, -4.57, -2.01, -39.02, -59.11, -24.31, -4.65
15949, 0.52, 0.88, -0.31, -1.83, -4.63, -38.60, -58.81, -22.06, -4.65
16016, 0.49, 0.84, -0.29, -2.68, -7.80, -35.43, -58.51, -21.61, -6.60
16025, 0.47, 0.80, -0.31, -0.98, -10.43, -30.73, -57.31, -22.81, -7.20
16034, 0.49, 0.84, -0.33, 5.98, -13.29, -24.27, -58.36, -22.06, -7.80
16042, 0.49, 0.83, -0.36, 22.44, -13.84, -17.13, -58.36, -22.06, -7.80
16051, 0.49, 0.83, -0.35, 43.11, -13.84, -10.55, -57.01, -23.26, -5.70
16060, 0.47, 0.83, -0.35, 49.51, -15.24, -0.61, -58.36, -22.06, -6.45
16069, 0.49, 0.84, -0.32, 44.94, -15.12, 5.91, -57.61, -21.76, -7.80
16078, 0.47, 0.83, -0.28, 27.13, -14.15, 9.82, -58.36, -21.76, -7.50
16087, 0.46, 0.83, -0.31, 6.65, -11.95, 12.93, -57.46, -22.66, -7.65
16095, -0.06, -2.00, 0.82, -5.79, -9.21, 14.63, -58.51, -22.66, -6.90
16104, 0.52, 0.88, -0.30, 0.79, -6.04, 3.78, -58.21, -21.91, -8.40
16113, 0.48, 0.93, -0.31, -6.04, -3.05, 12.99, -58.81, -22.51, -6.00
16121, 0.51, 0.87, -0.35, 2.87, -7.26, 7.38, -58.81, -22.51, -6.00
16130, 0.50, 0.93, -0.35, -10.73, -7.62, 5.24, -58.96, -21.61, -5.55
16165, 0.54, 0.84, -0.33, -6.34, -1.16, 5.06, -57.91, -25.96, -4.20
16173, 0.49, 0.82, -0.32, -2.44, 6.89, 3.35, -60.17, -23.86, -4.35
16182, 0.48, 0.87, -0.33, -0.85, 10.55, 2.20, -60.17, -23.86, -4.35
16191, 0.51, 0.85, -0.22, -13.23, 14.09, 6.10, -58.81, -23.86, -4.65
16199, 0.49, 0.87, -0.30, -12.99, 15.00, 6.83, -57.16, -23.41, -4.50
16208, 0.49, 0.83, -0.26, -16.77, 16.89, 7.26, -57.46, -22.96, -6.30
16217, 0.48, 0.86, -0.24, -19.57, 16.04, 6.83, -58.81, -22.51, -6.00
16226, 0.48, 0.84, -0.26, -29.45, 14.27, 8.72, -58.96, -23.41, -5.25
16234, 0.48, 0.82, -0.25, -28.78, 12.13, 8.72, -56.71, -22.96, -4.50
16243, 0.49, 0.84, -0.29, -20.61, 9.33, 7.13, -59.86, -23.26, -3.60
16252, 0.49, 0.84, -0.28, -13.60, 5.98, 6.28, -59.86, -23.26, -3.60
16261, 0.51, 0.84, -0.31, -5.85, 5.30, 4.57, -59.56, -23.86, -3.30
16269, 0.51, 0.84, -0.31, 3.72, 5.24, 2.38, -59.71, -23.41, -5.55
16278, 0.51, 0.85, -0.30, 10.37, 5.55, 0.06, -58.51, -23.71, -4.50
16313, 0.50, 0.85, -0.29, 10.85, 5.49, -0.73, -59.11, -23.56, -3.60
16321, 0.49, 0.85, -0.28, 11.28, 4.57, -1.10, -59.11, -23.56, -3.60
16330, 0.48, 0.85, -0.25, 8.60, 3.90, 0.18, -58.21, -23.71, -3.75
16339, 0.49, 0.86, -0.25, -3.60, 2.62, 1.52, -59.11, -24.61, -5.40
16347, 0.50, 0.85, -0.26, -11.71, 1.52, 2.13, -58.36, -25.06, -4.35
16356, 0.49, 0.84, -0.27, -13.41, 0.85, 2.87, -59.11, -24.61, -4.35
16365, 0.50, 0.85, -0.32, -15.73, 0.61, 3.23, -60.02, -23.41, -3.00
16373, 0.52, 0.88, -0.31, -10.18, 0.00, 0.49, -58.06, -23.86, -5.70
16382, 0.50, 0.85, -0.29, -8.90, 1.59, 1.22, -58.06, -23.86, -5.70
16391, 0.49, 0.83, -0.31, -4.45, 1.95, 0.37, -59.56, -23.26, -4.95
16399, 0.48, 0.79, -0.31, 2.50, 2.80, -1.16, -59.11, -22.06, -4.95
16408, 0.50, 0.86, -0.27, 4.27, 3.23, -1.95, -57.91, -22.66, -2.40
16417, 0.51, 0.86, -0.28, -0.85, 2.01, -1.40, -60.47, -23.71, -4.50
16425, 0.50, 0.86, -0.29, -3.11, 0.18, -0.98, -59.56, -24.31, -3.30
16460, 0.48, 0.84, -0.28, -0.67, 0.06, -0.12, -59.11, -23.86, -3.60
16468, 0.49, 0.84, -0.28, 1.40, 0.79, 0.00, -57.61, -23.26, -4.65
16477, 0.49, 0.83, -0.27, 0.18, 1.40, 0.43, -59.11, -24.31, -3.90
16485, 0.49, 0.85, -0.25, 0.12, 1.34, 0.06, -55.96, -22.96, -4.80
16494, 0.51, 0.87, -0.28, -0.73, 0.37, 0.67, -57.31, -25.06, -4.35
16503, 0.50, 0.84, -0.25, -0.98, -0.49, 0.43, -55.51, -23.26, -6.00
16511, 0.50, 0.83, -0.25, -0.91, 1.34, 0.79, -55.51, -23.26, -6.00
16520, 0.50, 0.83, -0.28, -1.89, 1.04, 1.34, -57.46, -25.21, -5.55
16529, 0.50, 0.83, -0.28, 0.85, 0.37, 2.32, -59.11, -24.61, -4.95
16537, 0.50, 0.83, -0.29, 10.79, -0.49, 2.20, -57.31, -22.51, -7.20
16546, 0.50, 0.84, -0.31, 20.55, -0.61, 2.07, -57.16, -25.51, -5.25
16555, 0.48, 0.83, -0.30, 25.49, -0.55, 2.93, -56.41, -23.71, -6.90
16563, 0.47, 0.84, -0.31, 32.13, 1.71, 4.27, -56.71, -23.71, -7.35
16572, 0.41, 1.02, -0.37, 41.16, 2.80, 4.70, -56.71, -23.71, -7.35
16581, 0.56, 0.81, -0.27, 39.88, 0.67, 4.02, -56.26, -25.06, -7.20
16615, 0.53, 0.79, -0.36, 30.00, 2.56, 8.90, -55.51, -24.61, -4.65
16624, 0.53, 0.81, -0.28, 38.72, 6.04, 9.70, -57.31, -23.86, -6.00
16633, 0.54, 0.85, -0.31, 34.94, 4.27, 7.50, -55.51, -23.86, -7.50
16641, 0.54, 0.84, -0.34, 34.27, 2.07, 7.38, -55.51, -23.86, -7.50
16650, 0.55, 0.83, -0.31, 36.40, 0.37, 8.05, -58.06, -25.06, -6.45
16659, 0.53, 0.86, -0.31, 33.05, -0.49, 8.60, -58.21, -22.96, -6.90
16667, 0.52, 0.85, -0.31, 25.00, -2.38, 7.50, -57.01, -24.31, -4.95
16676, 0.51, 0.86, -0.28, 6.16, -3.11, 7.93, -56.71, -23.71, -5.25
16685, 0.51, 0.86, -0.29, -17.01, -4.57, 6.71, -58.06, -23.86, -5.70
16694, 0.52, 0.85, -0.33, -25.12, -5.91, 5.12, -57.61, -23.56, -5.70
16702, 0.50, 0.84, -0.33, -23.54, -6.04, 4.33, -57.61, -23.56, -5.70
16711, 0.50, 0.83, -0.32, -24.51, -4.76, 3.72, -57.61, -23.56, -6.45
16720, 0.52, 0.83, -0.35, -23.54, -3.96, 3.41, -57.16, -23.41, -5.25
16728, 0.50, 0.82, -0.33, -19.70, -2.62, 3.54, -58.06, -25.81, -4.95
16763, 0.50, 0.79, -0.35, -11.16, -1.04, 3.35, -56.41, -25.51, -5.55
16772, 0.49, 0.80, -0.32, -3.05, -0.06, 4.02, -56.41, -25.51, -5.55
16780, 0.52, 0.81, -0.31, 0.85, 0.43, 4.02, -58.06, -23.56, -6.45
16789, 0.51, 0.81, -0.29, -9.76, 1.04, 4.70, -57.16, -24.16, -6.90
16798, 0.51, 0.82, -0.29, -10.79, 1.95, 4.09, -57.01, -24.61, -5.40
16806, 0.26, 0.83, -0.23, -9.27, 3.29, 2.50, -58.36, -23.86, -4.95
16815, 0.50, 0.83, -0.30, -13.84, -3.84, 0.06, -56.26, -25.36, -4.35
16824, 0.53, 0.79, -0.32, -10.06, -4.09, 1.65, -58.81, -23.56, -4.95
16832, 0.51, 0.82, -0.33, -6.65, -2.68, 1.40, -57.61, -24.61, -4.95
16841, 0.53, 0.81, -0.36, -1.22, 0.49, -0.55, -57.61, -24.61, -4.95
16850, 0.52, 0.82, -0.30, 6.71, 3.23, -1.22, -57.31, -23.86, -5.70
16858, 0.53, 0.84, -0.27, 8.05, 4.15, -1.65, -56.71, -23.71, -6.30
16867, 0.53, 0.83, -0.28, -3.48, 4.33, -0.67, -58.06, -23.26, -5.70
16876, 0.53, 0.83, -0.30, -5.73, 4.82, -1.77, -56.71, -24.16, -5.85
16910, 0.53, 0.83, -0.31, -2.80, 2.99, -1.34, -55.51, -23.86, -4.95
16919, 0.54, 0.85, -0.29, -0.98, 1.95, -2.07, -55.96, -23.71, -4.20
16927, 0.49, 0.84, -0.30, -5.30, 0.37, -3.11, -59.11, -25.06, -4.35
16936, 0.47, 0.85, -0.32, -10.67, -3.84, -3.96, -57.16, -24.16, -5.25
16945, 0.49, 0.79, -0.29, -8.23, -0.06, -1.95, -57.61, -23.86, -5.70
16954, 0.49, 0.81, -0.31, -5.79, 2.62, -1.16, -57.61, -25.06, -4.95
16962, 0.49, 0.80, -0.30, -4.94, 2.99, 0.24, -57.61, -25.06, -4.95
16971, 0.50, 0.81, -0.31, 0.85, 2.13, 1.40, -57.91, -24.91, -5.85
16979, 0.52, 0.82, -0.32, 6.04, 0.30, 0.85, -57.61, -25.06, -5.40
16988, 0.53, 0.83, -0.30, 8.48, 1.16, 1.10, -58.21, -24.91, -7.35
16997, 0.53, 0.83, -0.32, 5.55, 2.44, 1.22, -57.01, -24.31, -4.35
17005, 0.53, 0.84, -0.31, 4.21, 3.23, 1.34, -58.06, -24.61, -6.00
17014, 0.52, 0.83, -0.30, 3.05, 3.90, 0.43, -57.31, -23.26, -4.65
17023, 0.52, 0.82, -0.30, 0.98, 4.70, 0.43, -56.71, -24.46, -6.30
17031, 0.53, 0.83, -0.31, 1.10, 4.94, 0.06, -56.71, -24.46, -6.30
17066, 0.52, 0.84, -0.30, -0.43, 5.18, -0.67, -56.26, -23.56, -6.00
17074, 0.52, 0.82, -0.30, -6.65, 5.73, -0.12, -56.71, -25.21, -7.95
17083, 0.52, 0.82, -0.31, -6.46, 5.61, -0.73, -54.76, -24.61, -7.20
17092, 0.50, 0.81, -0.31, -2.38, 4.63, -0.61, -54.76, -24.61, -7.20
17100, 0.52, 0.81, -0.29, 5.79, 4.15, -1.28, -56.41, -23.71, -6.60
17109, 0.52, 0.82, -0.30, 10.37, 4.70, -1.22, -55.66, -26.71, -6.90
17118, 0.51, 0.83, -0.31, 10.85, 6.10, -1.16, -55.06, -23.26, -7.50
17126, 0.52, 0.82, -0.29, 15.85, 6.59, -0.73, -56.71, -22.96, -6.30
17135, 0.52, 0.80, -0.33, 22.62, 6.71, -0.43, -56.41, -22.96, -7.95
17144, 0.51, 0.82, -0.33, 28.29, 8.29, -0.18, -55.96, -23.71, -6.60
17153, 0.53, 0.81, -0.35, 29.94, 9.70, 1.52, -55.81, -23.26, -7.50
17161, 0.52, 0.83, -0.29, 30.85, 10.37, 3.90, -55.81, -23.26, -7.50
17170, 0.52, 0.81, -0.33, 30.24, 8.35, 4.27, -55.51, -23.86, -7.20
17179, 0.53, 0.83, -0.32, 36.89, 5.43, 4.15, -56.41, -23.41, -6.30
17214, 0.52, 0.82, -0.33, 39.70, 3.60, 3.90, -55.06, -25.36, -6.75
17222, 0.52, 0.84, -0.29, 33.17, 2.01, 4.09, -54.01, -24.61, -7.80
17231, 0.51, 0.83, -0.29, 15.37, -0.37, 4.70, -54.01, -24.61, -7.80
17240, 0.51, 0.82, -0.31, 5.49, -1.22, 4.02, -54.46, -23.86, -6.45
17248, 0.53, 0.81, -0.29, 2.62, -2.38, 3.23, -55.36, -24.46, -6.90
17257, 0.51, 0.79, -0.33, 5.37, -3.29, 2.38, -56.26, -25.36, -7.50
17266, 0.53, 0.79, -0.36, 9.21, -2.32, 0.73, -56.71, -25.21, -8.70
17274, 0.52, 0.80, -0.37, 14.39, 0.43, -1.04, -54.61, -25.96, -6.90
17283, 0.54, 0.81, -0.37, 17.87, 3.78, -1.16, -55.36, -24.91, -6.30
17292, 0.54, 0.83, -0.33, 17.07, 6.10, -0.18, -55.36, -24.91, -6.30
17300, 0.53, 0.83, -0.32, 6.46, 4.82, 1.52, -54.76, -26.11, -7.80
17309, 0.52, 0.80, -0.30, -3.78, 2.93, 2.80, -55.66, -25.21, -7.95
17318, 0.53, 0.80, -0.31, -9.57, -0.30, 3.23, -55.81, -26.11, -7.20
17326, 0.54, 0.80, -0.33, -4.94, -2.74, 3.41, -54.91, -24.91, -7.65
17389, 0.54, 0.79, -0.34, 2.62, -2.87, 2.38, -55.36, -25.51, -7.35
17398, 0.54, 0.79, -0.34, 5.98, -1.34, 2.56, -53.71, -24.31, -6.45
17407, 0.54, 0.81, -0.32, 5.37, 0.43, 2.80, -56.26, -24.61, -8.25
17416, 0.54, 0.81, -0.34, -0.18, 1.83, 3.23, -54.76, -25.81, -6.75
17425, 0.54, 0.79, -0.35, 0.49, 4.02, 2.50, -55.06, -25.81, -6.75
17435, 0.53, 0.78, -0.36, 10.49, 7.13, 1.71, -55.51, -25.81, -7.20
17444, 0.53, 0.81, -0.34, 17.20, 9.94, 1.16, -53.71, -26.86, -6.75
17453, 0.54, 0.80, -0.34, 12.74, 11.28, 1.89, -54.46, -25.06, -7.50
17462, 0.53, 0.80, -0.34, 12.62, 10.73, 2.38, -54.91, -25.06, -7.50
17471, 0.53, 0.80, -0.35, 8.48, 8.05, 3.78, -54.91, -26.26, -5.55
17480, 0.53, 0.80, -0.35, 6.16, 5.67, 4.39, -52.81, -24.91, -8.40
17489, 0.53, 0.80, -0.36, 0.85, 4.33, 4.57, -54.91, -24.46, -6.60
17498, 0.53, 0.78, -0.35, -3.17, 3.60, 4.82, -54.16, -25.96, -7.65
17507, 0.53, 0.78, -0.33, -5.55, 3.17, 4.39, -54.16, -24.91, -5.55
17516, 0.53, 0.78, -0.35, -5.37, 3.72, 3.35, -54.46, -25.81, -6.00
17562, 0.53, 0.75, -0.35, -0.37, 4.88, 1.89, -51.61, -28.81, -8.70
17571, 0.54, 0.80, -0.33, 6.28, 4.94, 0.67, -51.61, -28.81, -8.70
17580, 0.55, 0.79, -0.35, 2.38, 5.91, 2.01, -52.36, -27.01, -10.80
17589, 0.55, 0.79, -0.37, 5.37, 6.16, 2.38, -51.31, -26.71, -10.20
17599, 0.54, 0.80, -0.35, 9.15, 6.71, 2.01, -52.81, -27.46, -8.70
17608, 0.55, 0.81, -0.34, 4.88, 5.79, 2.68, -52.36, -27.01, -9.75
17617, 0.55, 0.80, -0.35, -0.73, 5.06, 3.35, -51.31, -27.76, -10.50
17626, 0.56, 0.82, -0.34, -0.55, 3.05, 3.54, -52.36, -27.46, -10.20
17635, 0.56, 0.85, -0.36, -5.49, 2.07, 4.70, -52.51, -25.36, -10.65
17644, 0.55, 0.74, -0.34, -9.70, 1.77, 6.04, -52.06, -27.76, -10.80
17653, 0.55, 0.81, -0.35, -9.02, 3.29, 5.37, -53.71, -27.91, -10.35
17662, 0.54, 0.82, -0.35, -6.52, 4.63, 5.49, -52.96, -27.61, -8.85
